date,industry,job_title,region,job_openings,avg_salary,salary_growth_rate,experience_level,remote_ratio,required_skills,competition_level,automation_risk,growth_score,demand_forecast
2023-07-30,Logistics,Procurement Specialist,Hà Nội,108,25678.09,6.61,Senior,27,"ERP Systems, Excel, Cold Chain",Medium,High,38.9,Stable
2023-08-04,Logistics,Logistics Coordinator,Hà Nội,121,26469.95,7.19,Senior,2,"Route Optimization, Power BI, Cold Chain, SAP WMS",Medium,High,42.9,Stable
2023-08-10,Logistics,Logistics Coordinator,Cần Thơ,105,27233.64,6.85,Senior,9,"Supply Chain Management, Negotiation, Customs, SAP WMS, Excel",Low,High,44.0,Growing
2023-08-12,Logistics,Procurement Specialist,Hải Phòng,131,14518.7,9.75,Junior,14,"Power BI, Cold Chain, Freight Forwarding",High,Medium,40.1,Stable
2023-08-15,Logistics,3PL Account Manager,Hà Nội,120,16720.85,3.85,Junior,14,"Excel, Negotiation",Medium,Medium,42.6,Growing
2023-08-15,Logistics,3PL Account Manager,Hải Phòng,128,15723.23,4.12,Junior,25,"SQL, Customs, Python, Excel",High,Medium,47.4,Declining
2023-08-17,Logistics,Procurement Specialist,Hà Nội,111,25054.83,8.87,Senior,2,"SAP WMS, SQL, Python",Low,High,38.3,Stable
2023-08-19,Logistics,Customs Officer,Hải Phòng,133,26400.18,2.65,Senior,20,"Power BI, Negotiation",Medium,Low,48.7,Growing
2023-08-20,Logistics,Cold Chain Manager,Đà Nẵng,112,11171.67,3.14,Junior,4,"Python, Cold Chain, SAP WMS, Last-Mile Logistics",Medium,High,50.1,Growing
2023-08-20,Logistics,Freight Broker,Đồng Nai,123,14349.41,3.4,Junior,1,"SQL, ERP Systems, Excel",Medium,High,62.4,Stable
2023-08-22,Logistics,Transportation Engineer,Hà Nội,127,12897.94,6.1,Junior,11,"ERP Systems, Power BI, Python",Low,Medium,41.6,Growing
2023-08-26,Logistics,Logistics Coordinator,Cần Thơ,131,24678.58,4.38,Senior,29,"Last-Mile Logistics, Customs, Python",High,High,48.4,Growing
2023-08-27,Logistics,3PL Account Manager,Đồng Nai,111,32960.2,7.54,Senior,4,"Route Optimization, Cold Chain, Negotiation",Low,High,36.5,Declining
2023-08-29,Logistics,Freight Broker,Hải Phòng,122,15463.61,3.09,Junior,8,"Last-Mile Logistics, Freight Forwarding, Power BI",Low,Medium,59.0,Stable
2023-08-30,Logistics,Fleet Operations Manager,Đồng Nai,132,13646.05,3.89,Junior,7,"Route Optimization, SAP WMS, SQL, Cold Chain",Medium,Low,52.2,Stable
2023-08-31,Logistics,Fleet Operations Manager,Đà Nẵng,101,8311.28,2.12,Fresher,10,"Cold Chain, Negotiation, ERP Systems, Last-Mile Logistics, Supply Chain Management",High,High,51.4,Growing
2023-08-31,Logistics,3PL Account Manager,TP.HCM,130,23775.97,7.73,Senior,28,"IoT Tracking, Python",Low,Medium,35.7,Stable
2023-09-02,Logistics,Fleet Operations Manager,TP.HCM,131,5517.23,7.73,Fresher,20,"Python, Negotiation, IoT Tracking, Power BI",Medium,Medium,56.9,Growing
2023-09-02,Logistics,Transportation Engineer,Cần Thơ,132,5820.23,8.28,Fresher,25,"SAP WMS, Cold Chain, Excel, Power BI, IoT Tracking",High,High,57.9,Stable
2023-09-04,Logistics,Transportation Engineer,TP.HCM,117,13115.38,2.09,Junior,2,"Last-Mile Logistics, IoT Tracking, Customs",Medium,High,43.3,Growing
2023-09-04,Logistics,3PL Account Manager,Cần Thơ,135,24008.79,9.71,Senior,27,"Customs, Python",Low,High,39.1,Stable
2023-09-04,Logistics,Supply Chain Analyst,Đồng Nai,104,12224.23,3.08,Junior,7,"ERP Systems, Route Optimization, Customs",Low,Medium,39.4,Growing
2023-09-05,Logistics,Warehouse Manager,Hà Nội,107,8758.4,8.08,Fresher,28,"Route Optimization, Freight Forwarding, Power BI, Supply Chain Management",Low,Low,35.9,Growing
2023-09-06,Logistics,Procurement Specialist,Bình Dương,113,7555.79,5.08,Fresher,19,"Last-Mile Logistics, SQL, Excel",Medium,Low,67.6,Growing
2023-09-06,Logistics,Supply Chain Analyst,Đồng Nai,118,10242.55,8.45,Fresher,19,"ERP Systems, Excel, Last-Mile Logistics, Route Optimization, SAP WMS",High,Low,37.4,Declining
2023-09-06,Logistics,Supply Chain Analyst,Bình Dương,129,24517.06,7.68,Senior,8,"Cold Chain, ERP Systems",Medium,Low,60.3,Stable
2023-09-07,Logistics,3PL Account Manager,Đồng Nai,122,10965.32,9.68,Junior,11,"Power BI, Last-Mile Logistics, Cold Chain, ERP Systems, Python",Medium,Medium,68.6,Declining
2023-09-08,Logistics,Supply Chain Analyst,Cần Thơ,127,14099.59,10.0,Junior,2,"Last-Mile Logistics, Supply Chain Management",Medium,Medium,36.4,Stable
2023-09-12,Logistics,Supply Chain Analyst,TP.HCM,122,16297.11,4.23,Junior,23,"Supply Chain Management, Route Optimization, SQL, Excel",High,High,60.0,Growing
2023-09-14,Logistics,Warehouse Manager,Đà Nẵng,122,8934.24,7.61,Fresher,5,"Power BI, Cold Chain, Route Optimization, SAP WMS, Last-Mile Logistics",Medium,High,69.7,Stable
2023-09-23,Logistics,Cold Chain Manager,Cần Thơ,125,9076.2,6.26,Fresher,14,"Route Optimization, Freight Forwarding, SQL, Last-Mile Logistics, IoT Tracking",Medium,High,68.3,Growing
2023-09-24,Logistics,Logistics Coordinator,Bình Dương,115,26847.36,9.71,Senior,1,"Freight Forwarding, Route Optimization, Supply Chain Management",Medium,High,51.3,Stable
2023-09-26,Logistics,Last-Mile Delivery Specialist,Bình Dương,142,13937.5,2.82,Junior,14,"IoT Tracking, Excel",Medium,High,40.1,Stable
2023-09-26,Logistics,Freight Broker,Bình Dương,125,24092.8,9.72,Senior,25,"Python, SAP WMS, SQL",Low,High,46.5,Stable
2023-09-29,Logistics,Procurement Specialist,Bình Dương,126,23746.44,6.8,Senior,14,"Power BI, Customs, Last-Mile Logistics, Cold Chain, Supply Chain Management",Medium,High,46.7,Growing
2023-09-29,Logistics,Fleet Operations Manager,Hà Nội,116,4266.29,8.79,Fresher,19,"Last-Mile Logistics, Cold Chain, Excel, SQL",Low,High,46.2,Stable
2023-10-01,Logistics,Transportation Engineer,Bình Dương,109,13603.54,9.38,Junior,7,"Last-Mile Logistics, Route Optimization",Medium,Medium,54.5,Declining
2023-10-04,Logistics,Supply Chain Analyst,Bình Dương,131,30862.61,7.35,Senior,27,"Last-Mile Logistics, Customs, ERP Systems, SAP WMS",Low,High,41.2,Growing
2023-10-06,Logistics,Fleet Operations Manager,Đồng Nai,136,7726.12,4.8,Fresher,3,"SAP WMS, Power BI, IoT Tracking, Customs, Last-Mile Logistics",Medium,High,61.7,Stable
2023-10-07,Logistics,Logistics Coordinator,Bình Dương,123,28202.82,4.19,Senior,8,"Supply Chain Management, Freight Forwarding, Cold Chain, Customs, Excel",Low,Medium,67.3,Stable
2023-10-08,Logistics,Supply Chain Analyst,Bình Dương,136,8442.94,6.25,Fresher,26,"Supply Chain Management, Power BI, SQL, Customs, Cold Chain",Low,High,63.7,Growing
2023-10-08,Logistics,Logistics Coordinator,Hải Phòng,148,12045.29,5.32,Junior,8,"Python, Cold Chain, Last-Mile Logistics, SQL, ERP Systems",High,Low,38.7,Growing
2023-10-10,Logistics,Freight Broker,Đồng Nai,127,27562.91,4.18,Senior,2,"Python, Customs",Medium,High,40.3,Stable
2023-10-14,Logistics,Transportation Engineer,Bình Dương,131,26086.32,9.58,Senior,21,"Python, SAP WMS",Low,Medium,69.9,Declining
2023-10-15,Logistics,Procurement Specialist,Đồng Nai,114,8477.88,4.12,Fresher,10,"Supply Chain Management, Freight Forwarding, Python, SQL, ERP Systems",High,Low,58.8,Growing
2023-10-15,Logistics,Customs Officer,TP.HCM,123,27493.33,4.23,Senior,21,"ERP Systems, Last-Mile Logistics, Route Optimization",Medium,Low,51.4,Growing
2023-10-17,Logistics,Last-Mile Delivery Specialist,TP.HCM,124,27318.4,6.09,Senior,9,"Python, Power BI, Last-Mile Logistics, SQL, Supply Chain Management",Medium,Medium,41.8,Stable
2023-10-19,Logistics,Last-Mile Delivery Specialist,Cần Thơ,128,8418.07,2.76,Fresher,19,"Customs, Freight Forwarding",Low,Medium,47.3,Stable
2023-10-20,Logistics,Freight Broker,TP.HCM,127,4723.11,2.63,Fresher,21,"Freight Forwarding, Excel, Cold Chain, Last-Mile Logistics, Supply Chain Management",Medium,High,64.8,Growing
2023-10-21,Logistics,Customs Officer,Đồng Nai,117,23288.08,3.31,Senior,20,"IoT Tracking, Route Optimization",Low,Medium,62.6,Declining
2023-10-21,Logistics,Fleet Operations Manager,Hải Phòng,101,13764.39,7.48,Junior,5,"ERP Systems, Supply Chain Management, SAP WMS",Medium,Medium,46.5,Growing
2023-10-22,Logistics,Supply Chain Analyst,TP.HCM,130,26877.43,9.75,Senior,26,"ERP Systems, Negotiation, Cold Chain, Excel",High,High,66.2,Growing
2023-10-23,Logistics,Fleet Operations Manager,Bình Dương,119,8838.71,6.14,Fresher,5,"Supply Chain Management, Last-Mile Logistics",Low,Low,43.2,Declining
2023-10-25,Logistics,Transportation Engineer,Đà Nẵng,135,22942.48,7.79,Senior,26,"SAP WMS, Power BI, Freight Forwarding, IoT Tracking",Low,High,62.0,Stable
2023-10-28,Logistics,Procurement Specialist,Bình Dương,114,6502.96,4.41,Fresher,4,"SAP WMS, Negotiation, Python, IoT Tracking",Medium,Low,55.1,Growing
2023-11-02,Logistics,Warehouse Manager,Hải Phòng,133,30862.39,5.51,Senior,6,"Excel, Negotiation, Cold Chain, SAP WMS, Python",Low,Medium,61.5,Growing
2023-11-02,Logistics,Last-Mile Delivery Specialist,TP.HCM,114,26852.63,3.35,Senior,3,"Freight Forwarding, Cold Chain, SAP WMS, Supply Chain Management, Last-Mile Logistics",Medium,Medium,45.2,Declining
2023-11-03,Logistics,Supply Chain Analyst,Hà Nội,123,4048.87,3.17,Fresher,11,"Freight Forwarding, IoT Tracking",Medium,Medium,40.1,Stable
2023-11-03,Logistics,Freight Broker,Hà Nội,130,4498.89,4.76,Fresher,1,"SAP WMS, Last-Mile Logistics, SQL, IoT Tracking",Low,Low,53.0,Stable
2023-11-04,Logistics,Supply Chain Analyst,Hải Phòng,128,6163.15,5.77,Fresher,11,"Power BI, Freight Forwarding, SQL, SAP WMS, Route Optimization",High,Low,45.8,Stable
2023-11-05,Logistics,Last-Mile Delivery Specialist,Hải Phòng,123,3113.03,6.7,Fresher,10,"Cold Chain, Power BI, Freight Forwarding, SAP WMS",Medium,High,40.0,Stable
2023-11-09,Logistics,Procurement Specialist,TP.HCM,120,26298.92,4.25,Senior,25,"Excel, Freight Forwarding, Last-Mile Logistics",Low,Low,35.9,Declining
2023-11-15,Logistics,Cold Chain Manager,Hà Nội,114,6570.3,6.64,Fresher,14,"Supply Chain Management, SAP WMS",High,High,50.4,Growing
2023-11-15,Logistics,Cold Chain Manager,Đồng Nai,137,12743.22,6.14,Junior,0,"Power BI, Freight Forwarding, Customs",Medium,Medium,47.4,Growing
2023-11-19,Logistics,3PL Account Manager,Hải Phòng,123,8415.23,5.99,Fresher,27,"Power BI, Negotiation, Python, Cold Chain, IoT Tracking",High,Low,41.6,Declining
2023-11-22,Logistics,Last-Mile Delivery Specialist,Hà Nội,119,26215.92,5.56,Senior,9,"Negotiation, Customs, Last-Mile Logistics, Freight Forwarding",Medium,Low,63.6,Growing
2023-11-26,Logistics,Supply Chain Analyst,TP.HCM,118,27378.22,8.41,Senior,9,"Route Optimization, Python, Excel",Low,High,65.5,Declining
2023-11-29,Logistics,Customs Officer,Cần Thơ,118,28053.64,7.05,Senior,1,"Negotiation, Cold Chain, Supply Chain Management",High,High,63.5,Declining
2023-12-01,Logistics,Transportation Engineer,TP.HCM,128,9333.73,4.27,Fresher,10,"Route Optimization, Cold Chain",Medium,High,57.2,Growing
2023-12-01,Logistics,Procurement Specialist,Bình Dương,130,13151.96,9.17,Junior,30,"ERP Systems, Route Optimization, Last-Mile Logistics, Power BI",Low,High,47.6,Stable
2023-12-03,Logistics,Procurement Specialist,Đồng Nai,135,12501.98,4.85,Junior,17,"Power BI, Supply Chain Management",Medium,Medium,53.2,Growing
2023-12-04,Logistics,Logistics Coordinator,Hà Nội,138,13624.99,2.27,Junior,16,"IoT Tracking, Power BI, Excel",Medium,High,37.4,Growing
2023-12-06,Logistics,Supply Chain Analyst,Cần Thơ,122,11465.85,4.76,Junior,28,"Excel, SAP WMS",Medium,Medium,66.4,Stable
2023-12-07,Logistics,Supply Chain Analyst,Cần Thơ,134,4659.13,5.64,Fresher,25,"Customs, Cold Chain",Low,High,43.4,Stable
2023-12-07,Logistics,Transportation Engineer,Hà Nội,107,26310.7,7.54,Senior,20,"SQL, Route Optimization, Customs, Negotiation",Low,High,59.5,Stable
2023-12-09,Logistics,Freight Broker,Đồng Nai,126,13188.09,3.17,Junior,0,"SAP WMS, Excel",Medium,High,51.2,Declining
2023-12-10,Logistics,Transportation Engineer,TP.HCM,122,15845.89,3.83,Junior,30,"Excel, Python, ERP Systems",Medium,High,67.7,Stable
2023-12-11,Logistics,Freight Broker,Đồng Nai,132,12842.99,8.65,Junior,12,"Power BI, Negotiation",Low,Low,55.7,Growing
2023-12-11,Logistics,Warehouse Manager,Đà Nẵng,125,18395.24,7.28,Junior,7,"Customs, Negotiation, Power BI, SQL, Excel",Medium,Medium,67.5,Growing
2023-12-11,Logistics,Procurement Specialist,TP.HCM,111,30619.56,9.52,Senior,1,"IoT Tracking, Supply Chain Management, Negotiation, Last-Mile Logistics, Power BI",Low,High,52.6,Declining
2023-12-11,Logistics,Customs Officer,Hà Nội,127,15396.83,9.48,Junior,11,"Python, Cold Chain, SQL, Power BI",Medium,High,38.5,Declining
2023-12-15,Logistics,Procurement Specialist,Bình Dương,122,7600.06,9.61,Fresher,14,"Negotiation, Power BI, Route Optimization, Python, Freight Forwarding",Low,Medium,38.5,Declining
2023-12-16,Logistics,Supply Chain Analyst,Hà Nội,129,28218.98,5.02,Senior,9,"Python, Freight Forwarding, Negotiation, Last-Mile Logistics",Medium,High,44.2,Stable
2023-12-18,Logistics,Warehouse Manager,Đà Nẵng,126,23271.55,8.94,Senior,2,"Cold Chain, Customs",Medium,Medium,68.7,Growing
2023-12-18,Logistics,Logistics Coordinator,TP.HCM,135,9611.52,3.9,Fresher,5,"Route Optimization, Last-Mile Logistics, SQL, Supply Chain Management",Low,Medium,36.6,Stable
2023-12-19,Logistics,Logistics Coordinator,Đà Nẵng,146,7861.18,6.34,Fresher,19,"Cold Chain, Freight Forwarding, Negotiation",Low,Low,43.2,Growing
2023-12-20,Logistics,Customs Officer,Cần Thơ,131,9194.46,2.09,Fresher,19,"Customs, Power BI, SQL",High,Medium,42.8,Growing
2023-12-22,Logistics,Warehouse Manager,Đồng Nai,133,6766.32,8.44,Fresher,30,"Python, ERP Systems, Excel",High,Low,42.5,Stable
2023-12-25,Logistics,Freight Broker,TP.HCM,121,14326.89,6.91,Junior,27,"Freight Forwarding, SQL, Supply Chain Management, Customs, SAP WMS",Medium,High,65.9,Stable
2023-12-31,Logistics,Cold Chain Manager,TP.HCM,125,15014.19,8.11,Junior,0,"Last-Mile Logistics, Freight Forwarding",Low,High,47.2,Stable
2024-01-03,Logistics,Warehouse Manager,Đà Nẵng,129,8544.04,3.19,Fresher,10,"IoT Tracking, SAP WMS, Negotiation, Supply Chain Management",Medium,High,67.7,Growing
2024-01-03,Logistics,Warehouse Manager,Hải Phòng,116,7825.49,4.79,Fresher,20,"SAP WMS, Power BI, Cold Chain, IoT Tracking, ERP Systems",Low,Medium,35.5,Stable
2024-01-04,Logistics,3PL Account Manager,Cần Thơ,128,12631.3,7.33,Junior,15,"Python, Freight Forwarding",High,High,35.3,Declining
2024-01-07,Logistics,Freight Broker,Đồng Nai,128,16892.88,9.68,Junior,8,"SAP WMS, Supply Chain Management, Power BI",Medium,High,37.2,Growing
2024-01-07,Logistics,Customs Officer,Bình Dương,153,24003.44,9.15,Senior,20,"ERP Systems, Freight Forwarding, Cold Chain, Excel",Medium,High,37.1,Growing
2024-01-08,Logistics,Transportation Engineer,Hà Nội,132,8089.65,8.25,Fresher,4,"Excel, Route Optimization, IoT Tracking",Low,Medium,67.0,Stable
2024-01-09,Logistics,Cold Chain Manager,TP.HCM,126,30188.94,2.98,Senior,24,"Cold Chain, ERP Systems, Customs, Last-Mile Logistics",Low,High,60.4,Declining
2024-01-09,Logistics,Logistics Coordinator,Đà Nẵng,131,14410.23,8.82,Junior,11,"ERP Systems, Negotiation, Cold Chain, IoT Tracking",Medium,Medium,61.3,Growing
2024-01-10,Logistics,Supply Chain Analyst,TP.HCM,135,28723.14,9.78,Senior,3,"Supply Chain Management, Power BI, Excel, Customs, SAP WMS",Medium,High,39.9,Growing
2024-01-10,Logistics,Cold Chain Manager,Hải Phòng,142,6961.78,9.38,Fresher,17,"IoT Tracking, Power BI",High,Low,57.2,Stable
2024-01-12,Logistics,Fleet Operations Manager,Bình Dương,136,9003.57,3.14,Fresher,1,"ERP Systems, Freight Forwarding, Customs, Last-Mile Logistics",Low,High,58.9,Stable
2024-01-13,Logistics,Fleet Operations Manager,Bình Dương,133,4220.15,3.9,Fresher,13,"SQL, Power BI, Freight Forwarding, Cold Chain, Route Optimization",Medium,Medium,45.2,Stable
2024-01-17,Logistics,Cold Chain Manager,Hà Nội,152,6805.97,9.63,Fresher,24,"Supply Chain Management, Cold Chain",High,High,46.4,Growing
2024-01-17,Logistics,Procurement Specialist,Đồng Nai,135,7739.45,3.21,Fresher,30,"Excel, Customs",Medium,Low,48.6,Stable
2024-01-21,Logistics,Freight Broker,Đà Nẵng,115,29056.63,2.74,Senior,5,"Negotiation, Route Optimization, Supply Chain Management",Medium,High,53.0,Growing
2024-01-23,Logistics,Last-Mile Delivery Specialist,Đà Nẵng,125,14434.27,9.42,Junior,10,"Power BI, IoT Tracking",Medium,High,40.4,Stable
2024-01-26,Logistics,Customs Officer,Bình Dương,145,7126.74,7.72,Fresher,19,"Last-Mile Logistics, SAP WMS, SQL, Supply Chain Management, IoT Tracking",High,High,54.6,Stable
2024-01-27,Logistics,Warehouse Manager,Cần Thơ,133,8361.05,3.38,Fresher,7,"Last-Mile Logistics, Cold Chain",High,Medium,56.5,Growing
2024-01-30,Logistics,Cold Chain Manager,Đà Nẵng,127,27341.26,8.93,Senior,10,"IoT Tracking, Customs, Last-Mile Logistics, Supply Chain Management, Negotiation",Medium,Medium,69.0,Stable
2024-01-30,Logistics,Logistics Coordinator,Đồng Nai,135,2996.0,4.16,Fresher,15,"Excel, Route Optimization, SQL, Python",Low,Medium,55.5,Growing
2024-02-01,Logistics,Customs Officer,Đồng Nai,130,13154.61,3.34,Junior,3,"SAP WMS, Freight Forwarding, Customs, Power BI",Low,Low,57.1,Growing
2024-02-03,Logistics,Cold Chain Manager,Cần Thơ,148,7318.18,3.74,Fresher,11,"Freight Forwarding, Route Optimization, Power BI, Cold Chain",Medium,Medium,44.7,Growing
2024-02-09,Logistics,Supply Chain Analyst,Hải Phòng,127,13511.63,4.29,Junior,19,"SAP WMS, Freight Forwarding, Power BI",Medium,Medium,43.4,Stable
2024-02-11,Logistics,3PL Account Manager,Đà Nẵng,122,9504.96,3.97,Fresher,29,"ERP Systems, Power BI, SQL",Low,Medium,43.9,Growing
2024-02-13,Logistics,Logistics Coordinator,Bình Dương,149,16328.52,2.97,Junior,20,"Supply Chain Management, Power BI, Excel",High,Medium,59.6,Stable
2024-02-13,Logistics,Supply Chain Analyst,TP.HCM,137,9281.2,8.48,Fresher,9,"Cold Chain, Power BI, Python",Medium,Low,67.5,Stable
2024-02-13,Logistics,Cold Chain Manager,Hà Nội,138,6444.28,7.25,Fresher,27,"IoT Tracking, Negotiation, Power BI, Freight Forwarding",High,High,40.7,Declining
2024-02-14,Logistics,Freight Broker,Hải Phòng,123,9633.16,6.87,Fresher,18,"Route Optimization, Excel",Medium,High,59.1,Stable
2024-02-14,Logistics,Last-Mile Delivery Specialist,Hải Phòng,142,28117.52,6.77,Senior,1,"Route Optimization, SQL",Medium,Medium,39.9,Growing
2024-02-14,Logistics,Cold Chain Manager,TP.HCM,140,26986.56,4.55,Senior,24,"SQL, Excel, ERP Systems, Power BI",Low,High,65.4,Stable
2024-02-15,Logistics,Warehouse Manager,Bình Dương,134,11953.7,8.33,Fresher,14,"Last-Mile Logistics, Negotiation, SQL, Python, Supply Chain Management",Low,Low,57.8,Stable
2024-02-15,Logistics,Supply Chain Analyst,Đà Nẵng,125,27003.19,8.57,Senior,29,"Cold Chain, SQL, Freight Forwarding, Negotiation",High,Low,57.5,Growing
2024-02-17,Logistics,Logistics Coordinator,Bình Dương,143,13544.01,5.07,Junior,12,"Cold Chain, SQL",Medium,High,44.9,Stable
2024-02-23,Logistics,Transportation Engineer,Hải Phòng,121,15495.57,7.23,Junior,19,"Customs, Negotiation, Supply Chain Management, Last-Mile Logistics",Medium,Medium,39.8,Stable
2024-02-26,Logistics,Last-Mile Delivery Specialist,TP.HCM,118,6133.49,5.01,Fresher,30,"IoT Tracking, Excel",Medium,High,53.3,Declining
2024-02-26,Logistics,Fleet Operations Manager,Đà Nẵng,137,7543.45,4.51,Fresher,4,"Power BI, Last-Mile Logistics, Route Optimization, Excel",Low,Medium,64.7,Declining
2024-02-28,Logistics,Transportation Engineer,Đồng Nai,126,12905.28,4.1,Junior,18,"Negotiation, ERP Systems, IoT Tracking",Medium,Medium,64.5,Growing
2024-02-28,Logistics,Cold Chain Manager,TP.HCM,145,28930.67,7.75,Senior,12,"Customs, Power BI, Negotiation",Medium,Medium,55.2,Stable
2024-03-05,Logistics,Warehouse Manager,Đồng Nai,146,10784.58,9.95,Fresher,27,"SAP WMS, Supply Chain Management",Medium,High,46.0,Stable
2024-03-10,Logistics,3PL Account Manager,Đà Nẵng,142,29122.17,4.08,Senior,27,"Route Optimization, Negotiation, Excel",Medium,High,65.6,Declining
2024-03-11,Logistics,Cold Chain Manager,TP.HCM,137,26283.11,9.82,Senior,13,"Excel, Customs",Medium,High,37.6,Growing
2024-03-11,Logistics,Freight Broker,Cần Thơ,152,6879.41,3.44,Fresher,20,"Customs, Negotiation, IoT Tracking, Last-Mile Logistics, Supply Chain Management",High,Medium,53.7,Stable
2024-03-12,Logistics,Fleet Operations Manager,Cần Thơ,137,4223.63,7.59,Fresher,14,"Cold Chain, Excel, Python, Route Optimization, Last-Mile Logistics",High,Medium,44.8,Declining
2024-03-16,Logistics,Fleet Operations Manager,Hà Nội,128,8717.22,8.67,Fresher,22,"ERP Systems, IoT Tracking, Negotiation",Medium,Low,62.5,Growing
2024-03-16,Logistics,Cold Chain Manager,Đồng Nai,144,25650.75,5.42,Senior,25,"Cold Chain, Last-Mile Logistics, ERP Systems",Medium,Medium,60.2,Stable
2024-03-18,Logistics,Procurement Specialist,TP.HCM,143,29073.09,9.1,Senior,26,"ERP Systems, Route Optimization, Freight Forwarding",Medium,Medium,47.4,Declining
2024-03-20,Logistics,3PL Account Manager,Hải Phòng,143,15788.03,6.67,Junior,29,"Excel, SAP WMS, Freight Forwarding, Python, IoT Tracking",Medium,Low,67.9,Growing
2024-03-25,Logistics,Cold Chain Manager,Cần Thơ,138,18508.26,4.38,Junior,1,"Customs, Freight Forwarding, Cold Chain, SQL, Supply Chain Management",Medium,Low,69.6,Declining
2024-03-26,Logistics,Supply Chain Analyst,Đồng Nai,126,30591.71,4.41,Senior,2,"Python, Excel",Low,Medium,38.8,Growing
2024-03-28,Logistics,Procurement Specialist,Bình Dương,129,3012.24,8.44,Fresher,17,"Last-Mile Logistics, Cold Chain",Medium,High,66.0,Growing
2024-03-29,Logistics,Supply Chain Analyst,Đồng Nai,131,4667.05,9.06,Fresher,19,"Cold Chain, Excel, Freight Forwarding, Negotiation, SQL",Medium,High,41.0,Growing
2024-03-31,Logistics,Cold Chain Manager,Hải Phòng,139,16318.36,2.62,Junior,6,"Supply Chain Management, Last-Mile Logistics, Route Optimization, Customs, Excel",Low,Medium,59.3,Stable
2024-03-31,Logistics,3PL Account Manager,Cần Thơ,147,5655.04,9.69,Fresher,17,"ERP Systems, Last-Mile Logistics",Low,High,67.6,Growing
2024-04-01,Logistics,3PL Account Manager,Đà Nẵng,127,14668.23,7.52,Junior,28,"ERP Systems, Freight Forwarding",Low,Medium,50.7,Stable
2024-04-02,Logistics,Procurement Specialist,Đồng Nai,141,26460.48,6.12,Senior,15,"Customs, Power BI",Low,Low,53.9,Stable
2024-04-03,Logistics,Customs Officer,Bình Dương,143,26050.97,5.97,Senior,7,"ERP Systems, Python",Low,Medium,64.2,Growing
2024-04-05,Logistics,3PL Account Manager,TP.HCM,132,28802.72,9.01,Senior,12,"Supply Chain Management, Python, Last-Mile Logistics, Excel",High,Medium,46.3,Growing
2024-04-10,Logistics,Transportation Engineer,Đà Nẵng,128,8525.12,8.94,Fresher,25,"Supply Chain Management, Power BI, Negotiation, Last-Mile Logistics",Medium,Low,52.2,Growing
2024-04-11,Logistics,Logistics Coordinator,Cần Thơ,134,11525.55,5.99,Junior,10,"Negotiation, Python, SQL",Low,Medium,40.8,Growing
2024-04-12,Logistics,Customs Officer,Hải Phòng,143,28604.44,3.05,Senior,13,"Negotiation, Last-Mile Logistics, Excel",Medium,Medium,65.2,Growing
2024-04-13,Logistics,Transportation Engineer,Bình Dương,133,5258.82,4.36,Fresher,1,"SAP WMS, Power BI, SQL",Low,Medium,38.3,Stable
2024-04-16,Logistics,Warehouse Manager,TP.HCM,154,14945.33,6.22,Junior,0,"Customs, Route Optimization, SQL",Medium,Medium,42.2,Growing
2024-04-16,Logistics,Customs Officer,Đồng Nai,151,8268.97,2.03,Fresher,29,"IoT Tracking, Power BI",Low,High,45.9,Stable
2024-04-16,Logistics,Logistics Coordinator,Đồng Nai,128,6840.35,4.36,Fresher,2,"Excel, Cold Chain, SAP WMS, Supply Chain Management, SQL",High,Medium,36.1,Growing
2024-04-16,Logistics,Cold Chain Manager,Hà Nội,128,27818.84,6.06,Senior,11,"SAP WMS, ERP Systems, SQL",Medium,High,42.6,Growing
2024-04-20,Logistics,Last-Mile Delivery Specialist,Hải Phòng,131,10776.14,5.38,Fresher,8,"Cold Chain, Excel",High,Low,53.5,Growing
2024-04-20,Logistics,Transportation Engineer,TP.HCM,130,10202.98,8.83,Fresher,11,"Negotiation, IoT Tracking",High,High,58.2,Growing
2024-04-21,Logistics,3PL Account Manager,Đồng Nai,139,27329.78,4.5,Senior,9,"Power BI, Excel",High,Medium,37.8,Growing
2024-04-21,Logistics,Freight Broker,Hải Phòng,134,11883.65,9.21,Junior,24,"SQL, Customs",High,High,54.3,Stable
2024-04-23,Logistics,Supply Chain Analyst,Hà Nội,126,8994.09,9.08,Fresher,18,"IoT Tracking, SQL, Customs",High,Medium,51.7,Growing
2024-04-24,Logistics,Last-Mile Delivery Specialist,Hải Phòng,136,17606.48,4.45,Junior,14,"Excel, Route Optimization, Freight Forwarding, IoT Tracking",High,High,57.0,Growing
2024-04-26,Logistics,Warehouse Manager,Đà Nẵng,129,8742.19,6.03,Fresher,21,"Freight Forwarding, ERP Systems, Last-Mile Logistics",Medium,Medium,51.2,Declining
2024-04-26,Logistics,Supply Chain Analyst,TP.HCM,131,7173.13,6.83,Fresher,16,"Negotiation, Customs, Python, Last-Mile Logistics",Medium,Medium,52.6,Declining
2024-04-27,Logistics,Procurement Specialist,Đà Nẵng,125,11162.5,6.09,Junior,16,"Freight Forwarding, Supply Chain Management",Medium,High,62.1,Growing
2024-04-28,Logistics,Fleet Operations Manager,Cần Thơ,133,7542.97,3.91,Fresher,30,"SQL, SAP WMS, Freight Forwarding, IoT Tracking",Medium,High,46.2,Growing
